"id","name","now_cost","position","team","points_per_game","ict_index_rank","influence","creativity_rank","goals_scored","points_per_game_rank","threat","influence_rank_type","expected_goals_conceded","in_dreamteam","goals_conceded","news","transfers_in_event","yellow_cards","expected_assists","expected_goals_conceded_per_90","starts","ep_this","direct_freekicks_order","goals_conceded_per_90","expected_assists_per_90","ict_index_rank_type","expected_goals_per_90","chance_of_playing_this_round","bonus","points_per_game_rank_type","news_added","now_cost_rank","expected_goal_involvements","penalties_order","web_name","clean_sheets","transfers_out","selected_rank_type","expected_goals","clean_sheets_per_90","form_rank_type","selected_by_percent","ict_index","transfers_in","expected_goal_involvements_per_90","threat_rank","status","form","value_season","saves_per_90","event_points","influence_rank","assists","dreamteam_count","transfers_out_event","ep_next","total_points","bps","selected_rank","corners_and_indirect_freekicks_order","value_form","creativity_rank_type","now_cost_rank_type","form_rank","saves","red_cards","creativity","threat_rank_type","chance_of_playing_next_round","starts_per_90","minutes"
"196","Carney Chukwuemeka","45","MID","Chelsea","1","126","1.2","98","0","191","10","86","1.23","false","1","","7384","1","0.15","1.38","1","0.5","0","1.12","0.17","62","0","0","0","80","","501","0.15","0","Chukwuemeka","0","6075","37","0","0","80","3.1","2.2","7384","0.17","66","a","1","0.2","0","1","185","0","0","6075","1","1","4","101","","0.2","62","249","191","0","0","10.7","39","0","1.12","80"
"197","Levi Colwill","45","DEF","Chelsea","2","71","17.8","41","0","101","7","28","1.28","false","1","","10075","0","0.01","1.28","1","1.5","0","1","0.01","19","0.08","0","0","36","","485","0.09","0","Colwill","0","3503","34","0.08","0","36","3.1","4.7","10075","0.09","83","a","2","0.4","0","2","71","0","0","3503","2","2","19","100","","0.4","10","142","101","0","0","22.5","20","0","1","90"
"198","Marc Cucurella Saseta","50","DEF","Chelsea","0","532","0","526","0","553","0","206","0","false","0","","1590","0","0","0","0","1.8","0","0","0","205","0","0","0","206","","217","0","0","Cucurella","0","2373","73","0","0","206","0.6","0","1590","0","514","a","0","0","0","0","528","0","0","2373","2.3","0","0","206","","0","205","23","553","0","0","0","203","0","0","0"
"199","Enzo Fernández","50","MID","Chelsea","1","37","19.8","14","0","226","9","21","1.28","false","1","","14580","1","0.11","1.28","1","1.1","4","1","0.11","19","0.06","0","0","103","","282","0.17","0","Enzo","0","9252","30","0.06","0","103","3.9","6.7","14580","0.17","74","a","1","0.2","0","1","65","0","0","9252","1.6","1","18","87","","0.2","9","181","226","0","0","38.3","44","0","1","90"
"200","David Datro Fofana","50","FWD","Chelsea","0","590","0","584","0","596","0","62","0","false","0","Joined Union Berlin on a season-long loan - Expected back 01 Jul","0","0","0","0","0","0","0","0","0","63","0","0","0","68","2023-07-11 09:30:03.546","298","0","0","D.D.Fofana","0","106","87","0","0","68","0","0","0","0","578","u","0","0","0","0","585","0","0","106","0","0","0","639","","0","62","60","596","0","0","0","63","0","0","0"
"201","Wesley Fofana","45","DEF","Chelsea","0","430","0","423","0","466","0","195","0","false","0","Knee injury - Unknown return date","49","0","0","0","0","0","0","0","0","194","0","0","0","196","2023-07-18 23:30:03.865","479","0","0","W.Fofana","0","607","191","0","0","196","0","0","49","0","404","i","0","0","0","0","425","0","0","607","0","0","0","522","","0","194","140","466","0","0","0","188","0","0","0"
"202","Conor Gallagher","55","MID","Chelsea","2","128","16","107","0","138","0","29","1.28","false","1","","1383","0","0.02","1.28","1","1.6","0","1","0.02","64","0","0","0","61","","129","0.02","0","Gallagher","0","1495","75","0","0","61","0.5","2.2","1383","0.02","612","a","2","0.4","0","2","81","0","0","1495","2.1","2","14","244","5.0","0.4","67","82","138","0","0","6.3","253","0","1","90"
"203","Malo Gusto","40","DEF","Chelsea","1","185","4","142","0","164","0","61","0.04","false","0","","2469","0","0.01","0.26","0","0.5","0","0","0.06","66","0","0","0","51","","646","0.01","0","Gusto","0","2024","54","0","0","51","1.2","0.5","2469","0.06","245","a","1","0.2","0","1","162","0","0","2024","1","1","3","154","","0.2","45","209","164","0","0","1.4","100","0","0","14"
"204","Lewis Hall","45","DEF","Chelsea","0","454","0","447","0","490","0","197","0","false","0","","231","0","0","0","0","1.5","0","0","0","196","0","0","0","199","","512","0","0","Hall","0","636","125","0","0","199","0.2","0","231","0","430","a","0","0","0","0","449","0","0","636","2","0","0","326","","0","196","147","490","0","0","0","192","0","0","0"
"205","Callum Hudson-Odoi","50","MID","Chelsea","0","548","0","542","0","565","0","213","0","false","0","","77","0","0","0","0","1.1","0","0","0","217","0","0","0","225","","239","0","0","Hudson-Odoi","0","261","182","0","0","225","0.1","0","77","0","533","a","0","0","0","0","544","0","0","261","1.6","0","0","504","","0","216","157","565","0","0","0","208","0","0","0"
"206","Reece James","55","DEF","Chelsea","2","65","10.4","16","0","137","3","51","1.23","false","1","","68406","0","0.42","1.48","1","2.1","2","1.2","0.5","17","0.04","0","0","43","","127","0.45","2","James","0","20161","9","0.03","0","43","17.8","4.9","68406","0.54","113","a","2","0.4","0","2","120","0","0","20161","2.6","2","15","22","2.0","0.4","5","11","137","0","0","35.9","31","0","1.2","75"
"207","Romelu Lukaku Bolingoli","70","FWD","Chelsea","0","644","0","644","0","643","0","81","0","false","0","","3779","0","0","0","0","1.8","0","0","0","81","0","0","0","82","","28","0","0","Lukaku","0","6243","37","0","0","82","0.8","0","3779","0","642","a","0","0","0","0","643","0","0","6243","2.3","0","0","193","","0","81","12","643","0","0","0","81","0","0","0"
"208","Noni Madueke","55","MID","Chelsea","0","619","0","617","0","624","0","255","0","false","0","","96","0","0","0","0","1.2","0","0","0","259","0","75","0","262","2023-08-03 10:30:04.622","133","0","0","Madueke","0","986","156","0","0","262","0.1","0","96","0","615","a","0","0","0","0","615","0","0","986","2.1","0","0","453","","0","258","86","624","0","0","0","256","100","0","0"
"210","Mykhailo Mudryk","65","MID","Chelsea","1","179","2.4","147","0","245","4","79","0.04","false","0","","5648","0","0.01","0.4","0","1.8","0","0","0.1","83","0","0","0","117","","56","0.01","0","Mudryk","0","10287","39","0","0","117","3","0.8","5648","0.1","109","a","1","0.2","0","1","175","0","0","10287","2.3","1","5","105","","0.2","83","34","245","0","0","1.3","61","0","0","9"
"211","Nicolas Jackson","70","FWD","Chelsea","1","650","0","650","0","247","0","83","1.28","false","1","","38587","1","0.01","1.28","1","1.8","0","1","0.01","83","0.53","0","0","32","","39","0.54","0","N.Jackson","0","25099","5","0.53","0","32","15.7","0","38587","0.54","649","a","1","0.1","0","1","649","0","0","25099","2.3","1","-6","25","","0.1","83","14","247","0","0","0","83","0","1","90"
"212","Christopher Nkunku","75","FWD","Chelsea","0","653","0","653","0","650","0","84","0","false","0","Knee injury - Unknown return date","982","0","0","0","0","0","0","0","0","84","0","0","0","84","2023-08-03 09:30:04.720","22","0","0","Nkunku","0","36277","27","0","0","84","1.4","0","982","0","652","i","0","0","0","0","652","0","0","36277","0","0","0","141","","0","84","8","650","0","0","0","84","0","0","0"
"213","Christian Pulisic","55","MID","Chelsea","0","608","0","606","0","614","0","244","0","false","0","Permanent transfer to AC Milan","0","0","0","0","0","0","0","0","0","248","0","0","0","252","2023-07-14 08:03:53.480","109","0","0","Pulisic","0","120","265","0","0","252","0","0","0","0","602","u","0","0","0","0","604","0","0","120","0","0","0","637","","0","247","66","614","0","0","0","243","0","0","0"
"214","Malang Sarr","45","DEF","Chelsea","0","375","0","364","0","416","0","172","0","false","0","","138","0","0","0","0","1.5","0","0","0","171","0","0","0","176","","402","0","0","M.Sarr","0","344","162","0","0","176","0.1","0","138","0","339","a","0","0","0","0","369","0","0","344","2","0","0","423","","0","169","100","416","0","0","0","158","0","0","0"
"215","Gabriel Słonina","40","GKP","Chelsea","0","292","0","276","0","338","0","53","0","false","0","Season long loan to KAS Eupen","0","0","0","0","0","0","0","0","0","53","0","0","0","58","2023-08-11 10:44:59.272","639","0","0","Slonina","0","704","65","0","0","58","0.1","0","0","0","239","u","0","0","0","0","287","0","0","704","0","0","0","475","","0","43","71","338","0","0","0","42","0","0","0"
"216","Raheem Sterling","70","MID","Chelsea","2","66","13","29","0","152","10","38","1.23","false","1","","5297","0","0.09","1.38","1","2","0","1.12","0.1","36","0","0","0","69","","29","0.09","0","Sterling","0","4713","45","0","0","69","1.9","4.9","5297","0.1","68","a","2","0.3","0","2","104","0","0","4713","2.5","2","8","132","","0.3","22","16","152","0","0","26.3","40","0","1.12","80"
"217","Thiago Emiliano da Silva","50","DEF","Chelsea","2","60","30.6","84","0","104","8","10","1.28","false","1","","6758","0","0.07","1.28","1","1.8","0","1","0.07","15","0","0","0","39","","157","0.07","0","T.Silva","0","4534","37","0","0","39","2.4","5","6758","0.07","77","a","2","0.4","0","2","33","0","0","4534","2.3","2","19","116","","0.4","23","13","104","0","0","11.7","19","0","1","90"
"218","Hakim Ziyech","55","MID","Chelsea","0","602","0","599","0","609","0","241","0","false","0","","548","0","0","0","0","1.6","0","0","0","245","0","0","0","249","","96","0","4","Ziyech","0","1392","92","0","0","249","0.2","0","548","0","595","a","0","0","0","0","598","0","0","1392","2.1","0","0","317","3.0","0","243","57","609","0","0","0","239","0","0","0"
"589","Ângelo Gabriel Borges Damaceno","50","MID","Chelsea","0","589","0","583","0","595","0","234","0","false","0","Season long loan to Strasbourg until the end of the season","0","0","0","0","0","0","0","0","0","238","0","0","0","241","2023-08-10 13:51:38.491","297","0","0","Ângelo","0","311","255","0","0","241","0","0","0","0","577","u","0","0","0","0","584","0","0","311","0","0","0","620","","0","236","192","595","0","0","0","230","0","0","0"
"609","Ian Maatsen","55","MID","Chelsea","1","189","2.2","162","0","235","2","84","0.04","false","0","","139","0","0.01","0.4","0","1.6","0","0","0.1","88","0","0","0","109","","139","0.01","0","Maatsen","0","565","138","0","0","109","0.1","0.5","139","0.1","136","a","1","0.2","0","1","181","0","0","565","2.1","1","4","419","","0.2","90","90","235","0","0","0.6","75","0","0","9"
"611","Axel Disasi","50","DEF","Chelsea","11","552","0","546","1","5","0","209","1.28","true","1","","18012","0","0.01","1.28","1","1.8","0","1","0.01","208","0.47","0","3","1","","246","0.48","0","Disasi","0","1288","80","0.47","0","1","0.6","0","18012","0.48","538","a","11","2.2","0","11","548","0","1","1288","2.3","11","27","220","","2.2","208","29","5","0","0","0","207","0","1","90"
"613","Lesley Ugochukwu","45","MID","Chelsea","1","467","0","460","0","198","0","152","0.02","false","0","","843","0","0","1.8","0","0.5","0","0","0","156","0","0","0","84","","526","0","0","Ugochukwu","0","627","127","0","0","84","0.1","0","843","0","444","a","1","0.2","0","1","462","0","0","627","1","1","4","401","","0.2","155","264","198","0","0","0","142","0","0","1"
"623","Mason Burstow","45","FWD","Chelsea","0","478","0","471","0","512","0","43","0","false","0","","900","0","0","0","0","0.5","0","0","0","45","0","0","0","56","","537","0","0","Burstow","0","576","61","0","0","56","0.2","0","900","0","455","a","0","0","0","0","473","0","0","576","1","0","0","388","","0","44","86","512","0","0","0","45","0","0","0"
"659","Lucas Bergström","40","GKP","Chelsea","0","297","0","281","0","343","0","54","0","false","0","","17","0","0","0","0","0.5","0","0","0","54","0","0","0","59","","645","0","0","Bergström","0","3","76","0","0","59","0","0","17","0","244","a","0","0","0","0","292","0","0","3","1","0","0","657","","0","44","72","343","0","0","0","43","0","0","0"
"219","Naouirou Ahamada","45","MID","Crystal Palace","0","442","0","435","0","478","0","137","0","false","0","","370","0","0","0","0","1.5","0","0","0","141","0","0","0","162","","493","0","0","Ahamada","0","706","85","0","0","162","0.3","0","370","0","416","a","0","0","0","0","437","0","0","706","0.5","0","0","288","","0","140","245","478","0","0","0","126","0","0","0"
"220","Joachim Andersen","45","DEF","Crystal Palace","9","15","41.2","32","0","8","42","3","0.49","true","0","","34580","0","0.11","0.49","1","2.5","0","0","0.11","2","0.15","0","3","2","","381","0.26","0","Andersen","1","2592","50","0.15","1","2","1.5","10.8","34580","0.26","12","a","9","2","0","9","15","0","1","2592","1.5","9","31","140","","2","8","84","8","0","0","24.9","1","0","1","90"
"221","Jordan Ayew","55","MID","Crystal Palace","6","21","26.8","21","0","39","32","15","0.49","false","0","","2194","0","0.36","0.49","1","2.6","0","0","0.36","11","0.09","0","0","12","","84","0.45","0","J.Ayew","1","947","81","0.09","1","12","0.3","9.1","2194","0.45","29","a","6","1.1","0","6","41","1","0","947","1.6","6","14","263","","1.1","15","52","39","0","0","32","12","0","1","90"
"222","Nathaniel Clyne","45","DEF","Crystal Palace","0","320","0","305","0","364","0","140","0","false","0","","171","0","0","0","0","2.5","0","0","0","138","0","0","0","143","","320","0","0","Clyne","0","519","153","0","0","143","0.1","0","171","0","272","a","0","0","0","0","315","0","0","519","1.5","0","0","398","","0","135","45","364","0","0","0","117","0","0","0"
"223","Cheick Doucouré","50","MID","Crystal Palace","3","49","14.6","18","0","71","9","31","0.49","false","0","","336","0","0.03","0.49","1","1.6","0","0","0.03","26","0.01","75","0","30","2023-08-06 23:30:05.645","275","0.04","0","C.Doucouré","1","312","185","0.01","1","30","0.1","5.7","336","0.04","73","a","3","0.6","0","3","87","0","0","312","1.1","3","12","511","","0.6","12","177","71","0","0","33","43","100","1","90"
"224","Malcolm Ebiowei","45","MID","Crystal Palace","0","432","0","425","0","468","0","130","0","false","0","","171","0","0","0","0","1.5","0","0","0","134","0","0","0","155","","481","0","0","Ebiowei","0","285","167","0","0","155","0.1","0","171","0","406","a","0","0","0","0","427","0","0","285","0.5","0","0","478","","0","133","237","468","0","0","0","119","0","0","0"
"225","Odsonne Edouard","55","FWD","Crystal Palace","7","2","44.4","43","1","25","93","4","0.49","false","0","","7783","0","0.14","0.49","1","2.4","0","0","0.14","1","1.12","0","1","6","","114","1.26","3","Edouard","1","4665","22","1.12","1","6","2.1","16","7783","1.26","1","a","7","1.3","0","7","12","0","0","4665","1.4","7","27","122","","1.3","5","32","25","0","0","22.2","1","0","1","90"
"226","Eberechi Eze","65","MID","Crystal Palace","3","5","13.4","1","0","76","35","36","0.49","false","0","","9962","0","0.58","0.49","1","2.8","1","0","0.58","3","0.51","0","0","33","","51","1.09","2","Eze","1","48423","7","0.51","1","33","16.7","14.5","9962","1.09","21","a","3","0.5","0","3","97","0","0","48423","1.8","3","21","23","2.0","0.5","1","30","76","0","0","96.2","8","0","1","90"
"227","Vicente Guaita","45","GKP","Crystal Palace","0","312","0","296","0","357","0","60","0","false","0","","407","0","0","0","0","2.9","0","0","0","60","0","0","0","65","","309","0","0","Guaita","0","3647","23","0","0","65","0.9","0","407","0","261","a","0","0","0","0","307","0","0","3647","1.9","0","0","177","","0","50","13","357","0","0","0","49","0","0","0"
"228","Marc Guéhi","45","DEF","Crystal Palace","6","78","25.4","94","0","34","4","14","0.49","false","0","","6636","0","0.01","0.49","1","2.5","0","0","0.01","22","0.04","0","0","13","","405","0.05","0","Guéhi","1","2532","46","0.04","1","13","1.9","4","6636","0.05","102","a","6","1.3","0","6","45","0","0","2532","1.5","6","26","131","","1.3","27","103","34","0","0","10.8","28","0","1","90"
"229","Will Hughes","50","MID","Crystal Palace","0","511","0","505","0","537","0","185","0","false","0","Knock - Unknown return date","3","0","0","0","0","0","0","0","0","189","0","0","0","204","2023-08-06 23:30:05.660","184","0","0","Hughes","0","77","264","0","0","204","0","0","3","0","492","i","0","0","0","0","506","0","0","77","0","0","0","636","3.0","0","188","118","537","0","0","0","177","0","0","0"
"230","Sam Johnstone","45","GKP","Crystal Palace","6","180","7.4","320","0","32","0","13","0.49","false","0","","3796","0","0","0.49","1","2.9","0","0","0","13","0","0","0","2","","340","0","0","Johnstone","1","1510","16","0","1","2","2.1","0.7","3796","0","288","a","6","1.3","1","6","146","0","0","1510","1.9","6","22","123","","1.3","57","20","32","1","0","0","56","0","1","90"
"231","Jefferson Lerma Solís","50","MID","Crystal Palace","3","94","14.2","69","0","68","3","33","0.49","false","0","","214","0","0.02","0.49","1","2.1","0","0","0.02","50","0.02","0","0","27","","200","0.04","0","Lerma","1","1106","78","0.02","1","27","0.4","3.1","214","0.04","112","a","3","0.6","0","3","90","0","0","1106","1.1","3","12","251","","0.6","46","127","68","0","0","13.6","63","0","1","90"
"232","Jean-Philippe Mateta","50","FWD","Crystal Palace","0","562","0","557","0","575","0","54","0","false","0","","929","0","0","0","0","1.9","0","0","0","55","0","0","0","62","","260","0","0","Mateta","0","2092","44","0","0","62","0.4","0","929","0","549","a","0","0","0","0","557","0","0","2092","0.9","0","0","246","","0","54","52","575","0","0","0","55","0","0","0"
